gene,chromosome,start_position,end_position
CAT,11,34438906,34472061
KIAA1328,18,36828982,37232172
KIRREL1,1,157993273,158100262
LAS1L,X,65438549,65534818
TUBA3D,2,131476119,131482934
OSTF1,9,75088480,75149429
ZSWIM3,20,45857614,45879131
SMPD1,11,6390414,6394998
EGLN1,1,231363751,231422744
C1QL2,2,119156243,119158751
OR56B1,11,5736448,5738523
YY2,X,21855987,21858740
OTOP1,4,4188726,4226929
WASHC1,9,14475,73865
CELA2A,1,15456728,15472091
PTCD1,7,99416739,99466163
BIRC2,11,102347208,102378680
NTPCR,1,232950564,232983882
OR4F4,15,101922042,101923113
FAM221A,7,23680114,23703249
TRPV2,17,16415571,16437003
SLC9A7,X,46599251,46759193
PUM3,9,2720469,2844130
POLI,18,54269510,54321266
HGF,7,81699010,81770438
ENKD1,16,67662945,67667265
PRAMEF33,1,13303539,13308907
AGBL2,11,47659591,47715389
LRGUK,7,134127299,134264595
ACAD9,3,128879596,128924003
GPSM2,1,108875350,108934545
STK32A,5,147234963,147387855
PLA2G10,16,14672548,14694308
GBF1,10,102245371,102382899
LAPTM4B,8,97775057,97853013
PTGS2,1,186671791,186680922
B4GALNT2,17,49132460,49178647
MYH9,22,36281279,36388010
LETMD1,12,51047962,51060426
SFSWAP,12,131711081,131799738
MRM1,17,36601583,36608971
STRN,2,36837698,36966625
B2M,15,44711253,44718851
UBR1,15,42942897,43106113
HEATR3,16,50065964,50107272
STXBP5L,3,120908072,121424761
BEND7,10,13438484,13529237
TPCN2,11,69048850,69136316
HAT1,2,171922429,171986153
PRKAR1A,17,68511780,68551319
ZNF428,19,43607223,43619639
SGCE,7,94524204,94656572
FUT7,9,137030174,137032825
TRPV4,12,109783087,109833406
UBTFL1,11,90085950,90087131
FSCB,14,44504149,44507283
KPNA6,1,32108056,32176563
SLC22A8,11,62989154,63017561
SLC16A8,22,38078134,38084184
EFCAB7,1,63523372,63572693
CORO1C,12,108645109,108732563
XPR1,1,180632016,180890279
EBLN2,3,73061659,73063337
CLEC4D,12,8509475,8522366
COLQ,3,15450132,15521928
FAM222A,12,109713825,109770495
RCC1,1,28505943,28539300
MAT2B,5,163503114,163519558
PPA1,10,70202831,70233911
AQR,15,34851782,34969765
ZNF627,19,11559374,11619161
EFCC1,3,129001304,129040742
CLDN24,4,183321764,183322426
CELF6,15,72284727,72320448
PIWIL1,12,130337887,130372637
NAGA,22,42058334,42071198
NCR3LG1,11,17351800,17377341
CCDC86,11,60842113,60851081
CABLES1,18,23134564,23260470
PCDHB8,5,141177790,141182369
CCDC175,14,59504539,59576812
PGAM1,10,97426124,97433444
ZNF141,4,337800,384868
CTTNBP2,7,117710651,117874139
NFKBIZ,3,101827991,101861022
ANKRD2,10,97572499,97583896
UMODL1,21,42062959,42143453
TEKT3,17,15303811,15341632
ZNF460,19,57279982,57296357
PPP1R16B,20,38804915,38923025
C5orf58,5,170229104,170252575
DDT,22,23970542,23980525
CYTH4,22,37282027,37315346
CDH9,5,26880597,27121150
PRSS27,16,2712419,2721166
LIPE,19,42401497,42427388
FOXQ1,6,1312098,1314758
C3orf20,3,14675141,14773036
S100A4,1,153543613,153550136
IGHMBP2,11,68903863,68940602
SYNGR4,19,48364367,48376377
GOSR1,17,30477362,30527592
ORM2,9,114329788,114333254
IFT172,2,27444377,27489836
CCDC34,11,27330827,27363248
IRF1,5,132440440,132508719
TINAGL1,1,31576485,31587689
TMTC1,12,29500840,29784759
KCTD9,8,25427847,25458476
KRTAP10-3,21,44557790,44558795
OAZ2,15,64687573,64703281
ADGRL2,1,81306112,81993940
MELTF,3,196980590,197029874
RNF227,17,7913339,7916289
SDK2,17,73334384,73644445
OR10AC1,7,143509256,143519469
TMEM143,19,48332355,48364245
SYNRG,17,37514807,37609472
VEPH1,3,157259742,157533619
MRPL27,17,50367857,50373207
KCNV2,9,2717510,2730037
TEX51,2,126898864,126902097
FAM24B,10,122849078,122879641
SEC23B,20,18507520,18561415
LMLN,3,197960200,198043720
TTBK2,15,42738730,42920850
PAH,12,102836889,102958410
ADH4,4,99123657,99157792
ACTL10,20,33666943,33668525
FTCD-AS1,21,46151614,46152647
DNAJC5,20,63894641,63936031
KAT14,20,18137228,18188387
ADORA1,1,203090654,203167407
CCDC69,5,151181052,151224124
DPP6,7,153748133,154894285
RNF148,7,122701668,122702922
BRF2,8,37843268,37849861
GNG8,19,46633953,46636649
AWAT1,X,70234655,70240659
SLA2,20,36612318,36646205
MARK1,1,220528086,220664461
KRT20,17,40874934,40885243
TESPA1,12,54948015,54989104
CBR4,4,168863770,169010311
DLL3,19,39498895,39508481
MRPS10,6,42206694,42217881
SFTA2,6,30931353,30955636
MPV17L,16,15395754,15413271
FAM32A,19,16185380,16192048
CD79B,17,63928738,63932629
HECTD3,1,45002540,45011369
EPDR1,7,37920640,37951936
NUDT17,1,145845603,145848954
ASTL,2,96122818,96138564
BAIAP3,16,1333638,1349439
RBMY1F,Y,22168542,22182982
GALNT5,2,157257578,157318491
GIMAP1,7,150716606,150724284
GDE1,16,19501693,19522123
MAPRE2,18,34976928,35143470
PRPS2,X,12791355,12824223
ANKMY1,2,240479422,240569209
SELENOT,3,150602875,150630436
RPS21,20,62385948,62388534
RCOR2,11,63911220,63919787
SCAMP2,15,74843728,74873374
CD164,6,109366514,109382469
LRRC39,1,100148424,100178267
ZNF587,19,57849841,57865117
NAPA,19,47487637,47515091
RENBP,X,153935269,153944687
ACOT2,14,73567620,73575658
ABO,9,133233278,133276024
CCDC92B,17,2720801,2749652
PRRG4,11,32829675,32858120
RRN3,16,15060022,15094311
DAPK1,9,87497228,87709073
XAGE5,X,52811287,52818301
CSTL1,20,23426104,23444930
CD69,12,9752486,9760901
ASB11,X,15281697,15315640
MTLN,2,110211529,110245420
TRIM68,11,4598672,4608231
S100B,21,46598508,46605208
DEFA4,8,6935820,6938306
CHD8,14,21385194,21456126
SLC39A7,6,33200305,33204439
PLA2G2E,1,19920009,19923617
ZMYM2,13,19958677,20091829
ENTPD7,10,99659415,99711241
CST6,11,66012008,66013505
CREM,10,35126791,35212958
RAB40A,X,103496541,103526752
BTNL3,5,180988846,181006727
CPED1,7,120988697,121297980
NDUFB6,9,32553001,32573184
BOP1,8,144262045,144291438
UGT1A4,2,233718736,233773300
C16orf96,16,4556340,4600758
IFFO2,1,18904280,18956676
TSNARE1,8,142212077,142403213
NOTO,2,73202574,73212513
CAP2,6,17393375,17557792
TNFAIP3,6,137866383,137885836
MCOLN2,1,84925583,84997115
CTAGE4,7,144183466,144186080
MIA2,14,39230231,39388513
EDDM3A,14,20745887,20748380
PNKD,2,218269651,218346793
GSK3A,19,42226225,42242625
NECTIN3,3,111070071,111275563
DPEP2NB,16,68013436,68015911
PCGF1,2,74505041,74508361
SPIDR,8,47260878,47736306
PRKAB1,12,119667864,119681624
DENR,12,122752824,122771064
CKS2,9,89311155,89316715
PTK2,8,140657900,141002216
TTC39A,1,51287258,51345116
SPRR2B,1,153070226,153071611
C20orf203,20,32631625,32673941
PAX5,9,36833269,37034268
PRDM12,9,130664594,130682986
NEMP1,12,57055643,57088063
BAALC,8,103140433,103230305
TIAM2,6,154832697,155257723
SLC6A12,12,190069,220144
NFATC2IP,16,28950807,28967092
UROD,1,45010950,45015575
ATP5MC2,12,53632726,53677651
RDX,11,109864295,110296712
YJU2,19,4247080,4269091
ST8SIA1,12,22063773,22437041
CLIC5,6,45880827,46080348
KCNH7,2,162371407,162838767
PTPN5,11,18727928,18792721
TFRC,3,196012511,196082162
SERPINA10,14,94278767,94293295
GRP,18,59220158,59230774
TENM4,11,78652829,79441030
DUXA,19,57154021,57167485
DGLUCY,14,91060044,91226929
LMNTD1,12,25409307,25648579
OR8H3,11,56122373,56123311
KRTAP9-4,17,41249687,41250653
PDZK1,1,145670848,145708148
SDHD,11,112086824,112120016
C2CD5,12,22448567,22544574
TRIM41,5,181222499,181235808
ADORA2A,22,24417879,24443177
TNRC6B,22,40044817,40335808
RPE,2,210002565,210022262
STUM,1,226548764,226609230
CDHR1,10,84194537,84219621
CDH5,16,66366636,66404784
QSOX2,9,136206333,136245812
PRR19,19,42302098,42310814
H2BC21,1,149884459,149886682
PAWR,12,79574979,79690964
NOL8,9,92297358,92325636
POTEF,2,130073535,130129222
ZNF578,19,52453553,52516882
TOP2A,17,40388525,40417896
ST6GALNAC3,1,76074746,76634603
ZFYVE26,14,67727374,67816590
SSX2,X,52696896,52707178
KAT2B,3,20040400,20154404
PLA2G5,1,20028179,20091911
FKBP2,11,64241003,64244132
OR5AS1,11,56027654,56038191
CRYGS,3,186538441,186546702
SDCCAG8,1,243255349,243500095
NIF3L1,2,200888992,200905578
MRPL22,5,154941073,154969411
OR8B2,11,124382394,124384499
ETNK1,12,22625075,22690665
CHID1,11,867331,915579
CEP57L1,6,109095105,109174418
DLL4,15,40929338,40939078
HDHD3,9,113373417,113377473
ALKBH2,12,109088188,109098462
GEMIN4,17,744421,753999
ZNF407,18,74597848,75065671
SAMM50,22,43955399,44010531
SERPINE3,13,51335773,51364735
GOLGA1,9,124878275,124948492
MYLK,3,123610049,123884375
MS4A18,11,60724720,60745028
CENPS,1,10430433,10442808
SYT5,19,55171196,55180314
MEF2B,19,19145567,19192131
MBD2,18,54151606,54224669
LANCL1,2,210427131,210477652
VGLL1,X,136532154,136556807
SLC66A3,2,11155198,11178870
TRIM14,9,98068968,98119399
PLP1,X,103769047,103792677
MYO1G,7,44962662,44979813
ACTL8,1,17755333,17827063
MFSD4A,1,205568833,205602918
CCL22,16,57357925,57366191
PSPH,7,56010312,56051604
SPATA2,20,49903391,49915550
TNKS,8,9555912,9782346
FBXL14,12,1565993,1594581
CDH15,16,89171748,89195492
GRIN2C,17,74842022,74861767
RFESD,5,95646718,95684773
VPS36,13,52412602,52450684
NDE1,16,15643267,15734691
MUL1,1,20499445,20508151
TMEM201,1,9588721,9614877
BAAT,9,101354182,101385400
PHEX,X,22032325,22494713
TNNT3,11,1919456,1938711
MAK16,8,33484696,33501262
NDUFA1,X,119871796,119876689
FNIP2,4,158769026,158908050
ZNF227,19,44207475,44238179
GTF2I,7,74650231,74760706
CTU2,16,88706473,88715396
MFSD6L,17,8797110,8799365
DCP1B,12,1946052,2004535
VOPP1,7,55436056,55572988
BTBD6,14,105248533,105251110
IDH3A,15,78131498,78171945
SEMA6B,19,4542588,4581784
AGFG2,7,100539190,100568220
SYT4,18,43267892,43277535
TKTL1,X,154295795,154330350
C20orf141,20,2814987,2815833
ZNF728,19,22974883,23003176
PPP3R1,2,68178857,68256237
STK11IP,2,219595805,219616452
IGFL1,19,46229742,46231243
DYDC1,10,80336105,80356755
BCAR3,1,93561741,93847488
BCO2,11,112175472,112225877
PRG3,11,57376769,57381150
SERTAD4,1,210232596,210246631
URAD,13,27977717,27988693
NRGN,11,124739939,124747210
RGPD2,2,87755960,87825817
CBR3,21,36135079,36146566
KIF20A,5,138178719,138188171
C15orf48,15,45430579,45448761
C2orf76,2,119299439,119366860
OR6A2,11,6791736,6799689
TEX14,17,58556678,58692055
PPP2R5B,11,64917553,64934480
PAGE4,X,49793653,49834264
CLEC4C,12,7724646,7751620
ABHD17C,15,80679684,80755621
WDR38,9,124853266,124859132
CREB1,2,207529737,207605988
INTS11,1,1311585,1324687
SMIM23,5,171782432,171796126
ADAMTS3,4,72280969,72569221
H2BC9,6,26251614,26252075
WASHC3,12,102011769,102062149
CNIH3,1,224434660,224740559
FRMPD1,9,37650954,37746904
SPDYE2B,7,102650319,102662625
MS4A6E,11,60327251,60396596
SNRNP200,2,96274338,96321271
LARGE2,11,45918146,45929376
GPR50,X,151176584,151181465
LEKR1,3,156825481,157046129
PRRT4,7,128350325,128361690
DEFB114,6,49960249,49964164
TSPAN16,19,11296139,11326996
H2BC10,6,26272931,26273412
TENM3,4,182143918,182803024
XAB2,19,7619523,7629565
CDK2AP1,12,123250112,123272334
TXNL4A,18,79970813,80033949
FCGR1A,1,149782650,149792526
ANKRD13A,12,109999186,110039763
SERPINB2,18,63871692,63903888
RAD17,5,69369293,69414806
ZDHHC14,6,157381133,157678157
ANKRD22,10,88819896,88851844
MAP3K4,6,160991473,161117385
SH3D19,4,151102751,151409365
ADA2,22,17178790,17258235
SMARCA4,19,10960824,11079426
MAP2K6,17,69414683,69553865
IL1RAPL2,X,104566199,105767829
POLB,8,42338454,42371808
CFHR3,1,196774742,196797364
ATOX1,5,151738084,151772532
KLF10,8,102648783,102655728
COLGALT2,1,183929854,184037729
DSPP,4,87608529,87616873
RPL12,9,127447422,127451446
OSGIN2,8,89901849,89927888
HNRNPL,19,38836370,38852347
PPID,4,158709127,158723406
DLGAP3,1,34865436,34929650
TNS2,12,53046969,53064379
ELF2,4,139028112,139177224
DCANP1,5,135444214,135447348
DRP2,X,101219769,101264502
NBPF11,1,148102042,148152342
SLC30A6,2,32165841,32224379
PPP2R1B,11,111726908,111766658
TPRX1,19,47801232,47819051
MSH6,2,47695530,47810109
RIOK1,6,7389467,7418037
ZNF165,6,28080568,28089563
PNMA8B,19,46486906,46495879
SULT4A1,22,43824509,43862513
TAF1C,16,84177846,84187070
LMAN2,5,177315805,177351840
TIAL1,10,119571802,119597029
SAA4,11,18231344,18236860
TEX52,12,2849046,2857039
ZNF697,1,119619377,119648454
PHLDB2,3,111732403,111976837
PLOD2,3,146035139,146163725
APOE,19,44903787,44909396
NCBP1,9,97633448,97673748
ARL9,4,56505209,56524959
NPC1,18,23506184,23586969
TAS2R8,12,10806051,10807286
OR2G2,1,247588360,247589313
GFOD1,6,13357830,13487662
RREB1,6,7107418,7251982
PTBP3,9,112215071,112333695
MYADM,19,53864763,53878125
SLC45A4,8,141207166,141308318
CPSF4L,17,73248449,73262352
GRAMD4,22,46575644,46679790
PCNX4,14,60091911,60169133
DHX34,19,47349312,47383247
NPM3,10,101781318,101783446
PHACTR2,6,143536845,143831185
TMEM204,16,1528688,1555580
OR9G9,HG151_NOVEL_TEST,18234,19151
EXOC7,17,76080995,76121576
ZZEF1,17,4004445,4143628
GSDMC,8,129748196,129786624
COLEC10,8,118995452,119108455
HECW2,2,196189099,196593684
SFT2D2,1,168225938,168253021
EHBP1,2,62673851,63046487
ACAD8,11,134253514,134265855
FARS2,6,5261044,5829192
NCR3,6,31588895,31593217
CFAP61,20,20052514,20360703
TM9SF4,20,32109714,32167258
ADGRV1,5,90529344,91164437
P2RY14,3,151212115,151278811
KLK14,19,51077317,51086530
NAA38,17,7856685,7885238
NEDD8-MDP1,14,24213955,24232352
TRIM67,1,231162058,231221565
MAP1B,5,72107234,72209565
ZFPM1,16,88453280,88537031
ISL1,5,51383443,51394730
MCTP2,15,94231526,94483952
OLFM2,19,9853718,9936558
SLC35G3,17,35192520,35194393
USP17L1,8,7332387,7333979
STAM2,2,152116801,152175771
PREX1,20,48624249,48828096
PTBP2,1,96721573,96823738
SFMBT1,3,52903564,53046750
EID2,19,39538707,39540161
ZNF821,16,71859680,71895336
TCIRG1,11,68039025,68050895
CACNA2D3,3,54122427,55074557
TUSC3,8,15417215,15766649
ABCA2,9,137007234,137028915
ME1,6,83210393,83431208
PCYT1B,X,24558087,24672677
NKX2-8,14,36580004,36582614
APTX,9,32886601,33025130
CLIP1,12,122271432,122422778
RSPH14,22,23059415,23145021
WLS,1,68098473,68233120
LYSMD4,15,99715697,99733561
PTTG2,4,37960398,37961128
PPIAL4D,1,145241415,145242174
FANCE,6,35452318,35467106
RYBP,3,72371825,72446621
TMEM170A,16,75443054,75465497
EIF4H,7,74174231,74197122
MGARP,4,139266165,139280346
SDR9C7,12,56923133,56934408
RPN1,3,128619968,128681075
NEK2,1,211658657,211675663
DHPS,19,12673411,12681894
ZCCHC10,5,132996985,133026604
DCAF13,8,103414714,103443579
SLC6A1,3,10992186,11039247
NPR3,5,32689070,32791724
DUS3L,19,5784832,5791225
HYKK,15,78507564,78537372
BBS7,4,121824329,121870494
RPH3AL,17,212389,386376
FAAP24,19,32972209,32978229
IER2,19,13150411,13156981
TMOD2,15,51751564,51816363
SEL1L2,20,13849247,13996443
GRTP1,13,113324163,113364158
SNX17,2,27370496,27377535
FEZ2,2,36531805,36646087
SRGAP1,12,63843761,64162217
PNMA6F,X,153317680,153321767
XPNPEP2,X,129738949,129769547
CRYBG1,6,106360717,106572017
SLC35D2,9,96313444,96383711
ZRANB3,2,135136916,135531228
CTDSP1,2,218397136,218405942
GPR135,14,59429022,59465380
GLS2,12,56470945,56488414
RMDN2,2,37923187,38067142
ATP6V0C,16,2513713,2520218
SLC35A1,6,87470623,87512336
APOC4,19,44942235,44945496
CRADD,12,93677375,93894840
AFAP1L1,5,149271823,149343637
FKBP9,7,32957404,33006930
SMPDL3A,6,122789049,122809720
REC114,15,73443164,73560013
ATF3,1,212565334,212620777
C9orf50,9,129612225,129621101
SEC22C,3,42547969,42601168
DLG3,X,70444835,70505490
PIP4P2,8,90990482,91041007
MID2,X,107825755,107931637
TAS2R4,7,141776674,141781691
PRSS23,11,86791059,86952910
TNFSF4,1,173162645,173477583
ELOF1,19,11551147,11559325
DNER,2,229357629,229714581
DNAH12,3,57293699,57544344
BHLHA9,17,1270444,1271815
NCBP3,17,3802158,3846246
GPR146,7,1044537,1059269
NEU4,2,241808982,241817415
SH3GLB1,1,86704520,86748184
MTCL1,18,8705271,8832780
RPF1,1,84479257,84498352
PIK3R4,3,130678934,130746829
PLXNA1,3,126982693,127037389
OR7E24,19,9247344,9252625
ZNF449,X,135344199,135363413
THBS1,15,39580130,39599466
CDIPT,16,29858357,29863414
TRMT10B,9,37753774,37778972
RAE1,20,57351223,57379211
GRAMD1B,11,123358251,123627774
WDR75,2,189441429,189479063
ANKRD17,4,73073376,73259147
ANKRD30A,10,37125598,37232567
UGT2B15,4,68646597,68670684
TAF9B,X,78129748,78139688
NAALADL1,11,65044818,65058553
NR4A3,9,99821855,99866891
L1CAM,X,153861511,153886204
RC3H1,1,173931084,174022357
ZNF490,19,12576100,12640098
VWA5B1,1,20290875,20359534
HSD17B2,16,82034988,82098534
PSMG4,6,3231403,3304020
C8orf89,8,73241331,73259530
DRAM2,1,111115884,111140225
SPDYE3,7,100307702,100322372
ATAD2B,2,23748664,23927164
GCNT7,20,56491492,56525925
SEMA4F,2,74654226,74690634
SAMD4A,14,54566117,54793315
TNKS1BP1,11,57299630,57325682
SOX17,8,54457935,54460892
REXO4,9,133406059,133418096
PHKB,16,47461123,47701523
LCE3C,1,152600234,152601086
CGB2,19,49031890,49033238
CCDC80,3,112596797,112649530
TRIM64B,11,89870438,89878487
ATG5,6,106045423,106326477
ATP4A,19,35550031,35563658
POGLUT1,3,119468963,119494708
MST1,3,49683947,49689501
HSD17B10,X,53431258,53434371
MRTO4,1,19251796,19260128
PDE6C,10,93612537,93666010
VAMP2,17,8159149,8163546
ANOS1,X,8528874,8732195
MTRF1,13,41216145,41263775
ANKFY1,17,4163821,4263995
FOLR1,11,72189558,72196323
OR52A5,11,5128776,5138356
C2CD4B,15,62163535,62165719
ADCY10,1,167809386,167914215
SLC26A11,17,80219699,80253509
TVP23C,17,15502264,15563595
RPL34,4,108620508,108632886
CD300E,17,74609878,74623738
OR2D3,11,6921002,6921994
CLP1,11,57648188,57661865
SLC16A5,17,75077226,75106162
RAB37,17,74670578,74747337
CHADL,22,41229510,41240931
BSPRY,9,113349520,113371233
AHSP,16,31527876,31528803
UGGT1,2,128091151,128195677
GABRG1,4,46035769,46124054
ZNF687,1,151281502,151292180
SLC12A2,5,128083714,128189677
SAMD7,3,169911572,169939175
SCFD1,14,30622291,30737694
TXNDC11,16,11679079,11742907
ETV5,3,186046314,186110318
LAMTOR1,11,72085895,72103297
MORF4L2,X,103675360,103688158
TAB1,22,39399778,39437060
NAE1,16,66802874,66873256
ZNHIT1,7,101218161,101224190
YWHAB,20,44885676,44908532
CNGA3,2,98346188,98399797
ADGRF1,6,46997708,47042350
ARMC3,10,22928024,23038523
ENTPD4,8,23385783,23457716
OR2B6,6,27957241,27958182
COQ10A,12,56266846,56270966
SLC35D3,6,136922301,136925660
UBE2W,8,73780097,73878910
LCN12,9,136949551,136955497
MON1B,16,77190835,77202398
GADD45G,9,89605012,89606555
SLC35E1,19,16549831,16572415
ZNF366,5,72439903,72507410
ALPI,2,232456125,232460753
IGIP,5,140125937,140129392
DVL2,17,7225342,7234524
FBXL6,8,144355427,144359376
NKAPD1,11,112074086,112085152
RAB4A,1,229271062,229305894
CEL,9,133061981,133071861
ARL8A,1,202133404,202144743
MAGEB4,X,30242000,30244187
PLEKHA8,7,30027404,30130483
DEFB104B,8,7470308,7475082
H2BC18,1,149782689,149812373
ETV6,12,11649623,11895386
PDGFD,11,103907189,104164379
RAB1A,2,65070696,65130986
ESRRA,11,64305080,64316744
FMO1,1,171248471,171285978
P4HB,17,81843159,81860856
ERICH3,1,74568117,74673792
ST7L,1,112523487,112620825
NRK,X,105822394,105958611
TNP2,16,11267748,11269533
MT2A,16,56608584,56609497
DNAJC11,1,6634168,6701924
TERB2,15,44956687,44979229
IL25,14,23372809,23376403
ATAD3C,1,1449689,1470163
JRK,8,142657460,142681968
ZNF768,16,30524004,30526821
HACD3,15,65530418,65578349
ZNF548,19,57389850,57403498
MRPL14,6,44112290,44128724
SPATA9,5,95652181,95698711
DDX59,1,200623896,200670049
AIMP2,7,6009255,6023834
NEURL4,17,7315628,7329393
TBC1D16,17,79932343,80035877
GRID1,10,85599552,86366795
PABPN1L,16,88863333,88866660
KDM5C,X,53176277,53225422
CEP83,12,94306449,94459988
RTP1,3,187197486,187201462
FBRS,16,30658431,30670810
TTR,18,31557009,31606585
LTC4S,5,179793980,179796647
HLA-DQB1,6,32659467,32668383
NUDT18,8,22105748,22109419
ATG16L2,11,72814138,72843674
ZNF83,19,52612356,52638388
VSIG2,11,124747472,124752255
MOS,8,56112942,56113982
MLPH,2,237485428,237555322
RASAL2,1,178093768,178484147
ACTR1A,10,102461881,102502744
PPP1R1A,12,54575387,54588659
ZMAT1,X,101882288,101932090
CENPF,1,214603172,214664574
ABHD14A-ACY1,3,51974706,51989183
SVBP,1,42807040,42817397
PBLD,10,68282657,68334114
CHRNB4,15,78624111,78727754
DHRS11,17,36591797,36600805
PLXNC1,12,94148577,94307675
OFCC1,6,9596297,9939349
IFNAR2,21,33205282,33265675
FOXB2,9,77018706,77022372
SAP30BP,17,75667230,75708062
CFAP157,9,127706988,127716002
SLC10A2,13,103043998,103066417
EFNA2,19,1285873,1301431
COX19,7,898778,975549
PAIP2,5,139341587,139369720
PUS3,11,125893485,125903224
MIB1,18,21704957,21870953
AURKA,20,56369382,56392566
FAM120A,9,93451685,93566112
C19orf67,19,14081624,14085875
DYNLRB2,16,80540734,80550811
TMEM170B,6,11537748,11583524
EPS15L1,19,16355225,16472085
RNF157,17,76142465,76240532
DOLPP1,9,129081100,129090438
UBFD1,16,23557721,23574394
HGD,3,120628165,120682385
HOXC13,12,53938831,53946544
KLF3,4,38664032,38701517
SCN4B,11,118133377,118152888
CLUAP1,16,3500976,3540653
TRIM43,2,95592001,95599778
OPN3,1,241590102,241677376
GIMAP8,7,150450630,150479395
SLC2A13,12,39755025,40106089
TPX2,20,31739248,31801805
KCNK1,1,233614106,233672514
TUBAL3,10,5393101,5404828
RRS1,8,66429014,66430733
RCAN1,21,34513142,34615113
RTL3,X,78656068,78659532
CDH2,18,27932879,28177946
ITK,5,157142933,157255185
FZD8,10,35638247,35642296
CR1,1,207496147,207641776
CAMK2N1,1,20482391,20486210
SHF,15,45167214,45201175
PPP1R17,7,31687215,31708457
ANO7,2,241188509,241225993
TRIP12,2,229763835,229923239
LITAFD,16,8875704,8885353
MTURN,7,30134986,30162765
NUP35,2,183117513,183163114
MCCC1,3,183015218,183116075
UBE2N,12,93405673,93442258
ZCRB1,12,42312086,42326257
PPL,16,4882507,4960741
MAL,2,95025677,95054932
CARD19,9,93096161,93113283
COQ9,16,57447425,57461274
NSMCE2,8,125091673,125367729
CCDC22,X,49235444,49250526
OR5L2,11,55827219,55828154
LGALS7,19,38770968,38773517
ZNF511-PRAP1,10,133309410,133352529
PRAMEF17,1,13389632,13392629
ANKRD40CL,17,50760971,50767570
HBE1,11,5268345,5505652
MYO10,5,16661907,16936288
C8orf88,8,90958084,90985238
GHRL,3,10285666,10292959
NAXD,13,110615512,110639996
ARHGEF1,19,41883079,41930150
TCAIM,3,44338119,44409451
SLC7A4,22,21028718,21032933
IL1RN,2,113099315,113134016
REM2,14,22883136,22887686
TAS2R41,7,143477873,143478796
